tubeOD (V),,,OD measured,,,LabJack Output,,,
,,,,,,3709372552,0.217335,0.277779,0.252179
,,,,,,3709372582,0.227391,0.274207,0.28016
,,,,,,3709372612,0.222363,0.277779,0.268849
,,,,,,3709372642,0.207279,0.264681,0.278969
,,,,,,3709372672,0.227391,0.283137,0.25337
,,,,,,3709372702,0.232419,0.290281,0.259919
,,,,,,3709372732,0.207279,0.2879,0.25337
,,,,,,3709372762,0.212307,0.29683,0.278969
,,,,,,3709372792,0.217335,0.260514,0.253965
,,,,,,3709372822,0.217335,0.258728,0.277183
,,,,,,3709372852,0.217335,0.302188,0.268253
,,,,,,3709372882,0.227391,0.270635,0.286709
,,,,,,3709372912,0.207279,0.303378,0.268849
,,,,,,3709372942,0.212307,0.273611,0.27123
,,,,,,3709372972,0.237447,0.283732,0.276588
,,,,,,3709373002,0.237447,0.265872,0.284923
,,,,,,3709373032,0.217335,0.266467,0.270635
,,,,,,3709373062,0.212307,0.293258,0.284923
,,,,,,3709373092,0.217335,0.274207,0.293853
,,,,,,3709373122,0.20225,0.275993,0.273611
,,,,,,3709373152,0.232419,0.28909,0.283137
,,,,,,3709373182,0.217335,0.29683,0.268253
,,,,,,3709373212,0.222363,0.270039,0.286113
,,,,,,3709373242,0.222363,0.268253,0.297425
,,,,,,3709373272,0.242476,0.278969,0.287304
,,,,,,3709373302,0.212307,0.283137,0.271825
,,,,,,3709373332,0.222363,0.287304,0.265277
,,,,,,3709373362,0.227391,0.278374,0.280755
,,,,,,3709373392,0.222363,0.288495,0.270039
,,,,,,3709373422,0.237447,0.295639,0.279565
,,,,,,3709373452,0.217335,0.294448,0.278374
,,,,,,3709373482,0.212307,0.315285,0.264086
,,,,,,3709373512,0.222363,0.283137,0.285518
,,,,,,3709373542,0.227391,0.287304,0.265872
,,,,,,3709373572,0.207279,0.295044,0.266467
,,,,,,3709373602,0.217335,0.286709,0.284327
,,,,,,3709373632,0.237447,0.274802,0.278374
,,,,,,3709373662,0.207279,0.303974,0.264086
,,,,,,3709373692,0.227391,0.275993,0.292662
,,,,,,3709373722,0.212307,0.28909,0.265872
,,,,,,3709373752,0.207279,0.320643,0.255156
,,,,,,3709373782,0.232419,0.300997,0.2623
,,,,,,3709373812,0.237447,0.275993,0.275397
,,,,,,3709373842,0.227391,0.265277,0.273611
,,,,,,3709373872,0.232419,0.312904,0.271825
,,,,,,3709373902,0.217335,0.269444,0.282541
,,,,,,3709373932,0.212307,0.276588,0.283137
,,,,,,3709373962,0.222363,0.28909,0.273611
,,,,,,3709373992,0.217335,0.282541,0.285518
,,,,,,3709374022,0.242476,0.292662,0.283732
,,,,,,3709374052,0.217335,0.287304,0.280755
,,,,,,3709374082,0.212307,0.311713,0.2623
,,,,,,3709374112,0.20225,0.270039,0.293853
,,,,,,3709374142,0.217335,0.307546,0.263491
,,,,,,3709374172,0.207279,0.279565,0.292662
,,,,,,3709374202,0.217335,0.306355,0.268849
,,,,,,3709374232,0.207279,0.311713,0.267658
,,,,,,3709374262,0.217335,0.276588,0.287304
,,,,,,3709374292,0.222363,0.282541,0.284923
,,,,,,3709374322,0.207279,0.324215,0.280755
,,,,,,3709374352,0.212307,0.280755,0.259323
,,,,,,3709374382,0.222363,0.289686,0.278374
,,,,,,3709374412,0.222363,0.318262,0.274802
,,,,,,3709374442,0.227391,0.28016,0.284327
,,,,,,3709374472,0.242476,0.266467,0.272421
,,,,,,3709374502,0.227391,0.275397,0.283732
,,,,,,3709374532,0.217335,0.305164,0.278374
,,,,,,3709374562,0.222363,0.288495,0.266467
,,,,,,3709374592,0.222363,0.300402,0.268849
,,,,,,3709374622,0.237447,0.273611,0.28016
,,,,,,3709374652,0.237447,0.275993,0.273016
,,,,,,3709374682,0.222363,0.275993,0.279565
,,,,,,3709374712,0.222363,0.271825,0.273611
,,,,,,3709374742,0.207279,0.295639,0.273611
,,,,,,3709374772,0.217335,0.311713,0.269444
,,,,,,3709374802,0.222363,0.259323,0.295639
,,,,,,3709374832,0.227391,0.296234,0.246821
,,,,,,3709374862,0.227391,0.288495,0.284923
,,,,,,3709374892,0.237447,0.300402,0.280755
,,,,,,3709374922,0.222363,0.308736,0.284327
,,,,,,3709374952,0.212307,0.293258,0.265872
,,,,,,3709374982,0.212307,0.286113,0.275993
,,,,,,3709375012,0.207279,0.305164,0.292067
,,,,,,3709375042,0.212307,0.318857,0.240868
,,,,,,3709375072,0.212307,0.270039,0.251584
,,,,,,3709375102,0.222363,0.302188,0.264086
,,,,,,3709375132,0.212307,0.312904,0.28016
,,,,,,3709375162,0.217335,0.303974,0.285518
,,,,,,3709375192,0.227391,0.287304,0.283137
,,,,,,3709375222,0.222363,0.294448,0.291472
,,,,,,3709375252,0.20225,0.306355,0.2623
,,,,,,3709375282,0.212307,0.278374,0.270635
,,,,,,3709375312,0.222363,0.315285,0.301592
,,,,,,3709375342,0.217335,0.285518,0.285518
,,,,,,3709375372,0.237447,0.293853,0.282541
,,,,,,3709375402,0.222363,0.297425,0.285518
,,,,,,3709375432,0.222363,0.31588,0.273016
,,,,,,3709375462,0.227391,0.2879,0.273016
,,,,,,3709375492,0.217335,0.29802,0.270635
,,,,,,3709375522,0.17711,0.289686,0.276588
,,,,,,3709375552,0.242476,0.289686,0.288495
,,,,,,3709375582,0.242476,0.301592,0.250989
,,,,,,3709375612,0.232419,0.314094,0.264681
,,,,,,3709375642,0.207279,0.30695,0.269444
,,,,,,3709375672,0.20225,0.303974,0.281351
,,,,,,3709375702,0.222363,0.303974,0.270635
,,,,,,3709375732,0.212307,0.273611,0.289686
,,,,,,3709375762,0.20225,0.295639,0.277183
,,,,,,3709375792,0.232419,0.290876,0.270635
,,,,,,3709375822,0.212307,0.302188,0.290281
,,,,,,3709375852,0.227391,0.308141,0.254561
,,,,,,3709375882,0.227391,0.308141,0.28016
,,,,,,3709375912,0.212307,0.309927,0.263491
,,,,,,3709375942,0.237447,0.292662,0.267063
,,,,,,3709375972,0.212307,0.316476,0.256942
,,,,,,3709376002,0.237447,0.281351,0.265277
,,,,,,3709376032,0.217335,0.292067,0.286113
,,,,,,3709376062,0.222363,0.306355,0.261109
,,,,,,3709376092,0.227391,0.312904,0.283137
,,,,,,3709376122,0.237447,0.292662,0.287304
,,,,,,3709376152,0.20225,0.284923,0.273611
,,,,,,3709376182,0.237447,0.300402,0.286113
,,,,,,3709376212,0.232419,0.288495,0.269444
,,,,,,3709376242,0.222363,0.30576,0.265277
,,,,,,3709376272,0.217335,0.300997,0.279565
,,,,,,3709376302,0.242476,0.299211,0.283137
,,,,,,3709376332,0.212307,0.2879,0.278969
,,,,,,3709376362,0.197222,0.307546,0.269444
,,,,,,3709376392,0.232419,0.298616,0.290876
,,,,,,3709376422,0.217335,0.323024,0.267658
,,,,,,3709376452,0.207279,0.30695,0.252775
,,,,,,3709376482,0.227391,0.279565,0.270635
,,,,,,3709376512,0.237447,0.303974,0.281946
,,,,,,3709376542,0.227391,0.292662,0.28909
,,,,,,3709376572,0.207279,0.308141,0.2623
,,,,,,3709376602,0.207279,0.296234,0.259919
,,,,,,3709376632,0.232419,0.287304,0.270039
,,,,,,3709376662,0.217335,0.274207,0.281946
,,,,,,3709376692,0.232419,0.294448,0.2623
,,,,,,3709376722,0.217335,0.312904,0.273016
,,,,,,3709376752,0.227391,0.28016,0.283732
,,,,,,3709376782,0.232419,0.296234,0.263491
,,,,,,3709376812,0.212307,0.283732,0.261109
,,,,,,3709376842,0.222363,0.29683,0.274802
,,,,,,3709376872,0.217335,0.305164,0.284327
,,,,,,3709376902,0.222363,0.312308,0.281946
,,,,,,3709376932,0.222363,0.318262,0.273016
,,,,,,3709376962,0.222363,0.283732,0.273016
,,,,,,3709376992,0.212307,0.300997,0.270635
,,,,,,3709377022,0.232419,0.272421,0.268253
,,,,,,3709377052,0.222363,0.319452,0.2623
,,,,,,3709377082,0.222363,0.303378,0.263491
,,,,,,3709377112,0.227391,0.29683,0.275397
,,,,,,3709377142,0.232419,0.291472,0.265277
,,,,,,3709377172,0.217335,0.319452,0.265872
,,,,,,3709377202,0.232419,0.303378,0.285518
,,,,,,3709377232,0.207279,0.266467,0.286709
,,,,,,3709377262,0.242476,0.295639,0.285518
,,,,,,3709377292,0.217335,0.308736,0.276588
,,,,,,3709377322,0.227391,0.299211,0.287304
,,,,,,3709377352,0.217335,0.292662,0.275397
,,,,,,3709377382,0.207279,0.31469,0.263491
,,,,,,3709377412,0.227391,0.299806,0.291472
,,,,,,3709377442,0.217335,0.29683,0.256347
,,,,,,3709377472,0.232419,0.29802,0.281946
,,,,,,3709377502,0.217335,0.284327,0.282541
,,,,,,3709377532,0.217335,0.322429,0.2879
,,,,,,3709377562,0.212307,0.297425,0.28016
,,,,,,3709377592,0.207279,0.316476,0.267658
,,,,,,3709377622,0.237447,0.307546,0.273016
,,,,,,3709377652,0.227391,0.30576,0.269444
,,,,,,3709377682,0.212307,0.338503,0.2623
,,,,,,3709377712,0.232419,0.297425,0.260514
,,,,,,3709377742,0.222363,0.286709,0.284923
,,,,,,3709377772,0.222363,0.301592,0.273611
,,,,,,3709377802,0.222363,0.291472,0.292662
,,,,,,3709377832,0.237447,0.284923,0.293258
,,,,,,3709377862,0.217335,0.296234,0.260514
,,,,,,3709377892,0.227391,0.29802,0.292662
,,,,,,3709377922,0.217335,0.308736,0.288495
,,,,,,3709377952,0.227391,0.309332,0.266467
,,,,,,3709377982,0.232419,0.303378,0.257537
,,,,,,3709378012,0.232419,0.30695,0.261705
,,,,,,3709378042,0.237447,0.30695,0.299806
,,,,,,3709378072,0.222363,0.277183,0.290876
,,,,,,3709378102,0.242476,0.279565,0.296234
,,,,,,3709378132,0.237447,0.310522,0.270039
,,,,,,3709378162,0.247504,0.279565,0.288495
,,,,,,3709378192,0.222363,0.282541,0.289686
,,,,,,3709378222,0.212307,0.32481,0.265872
,,,,,,3709378252,0.222363,0.315285,0.268253
,,,,,,3709378282,0.252532,0.285518,0.273611
,,,,,,3709378312,0.217335,0.31469,0.280755
,,,,,,3709378342,0.207279,0.326001,0.276588
,,,,,,3709378372,0.217335,0.299211,0.262895
,,,,,,3709378402,0.252532,0.302783,0.284923
,,,,,,3709378432,0.217335,0.294448,0.281351
,,,,,,3709378462,0.227391,0.328383,0.258133
,,,,,,3709378492,0.217335,0.320643,0.277183
,,,,,,3709378522,0.207279,0.297425,0.286709
,,,,,,3709378552,0.212307,0.302188,0.265277
,,,,,,3709378582,0.242476,0.308736,0.291472
,,,,,,3709378612,0.227391,0.292662,0.28909
,,,,,,3709378642,0.217335,0.311118,0.293258
,,,,,,3709378672,0.247504,0.286709,0.270039
,,,,,,3709378702,0.207279,0.323024,0.27123
,,,,,,3709378732,0.232419,0.315285,0.264086
,,,,,,3709378762,0.237447,0.312904,0.288495
,,,,,,3709378792,0.227391,0.296234,0.292067
,,,,,,3709378822,0.217335,0.300997,0.267658
,,,,,,3709378852,0.232419,0.297425,0.274802
,,,,,,3709378882,0.227391,0.318857,0.2623
,,,,,,3709378912,0.212307,0.309927,0.270635
,,,,,,3709378942,0.207279,0.283732,0.275993
,,,,,,3709378972,0.222363,0.317666,0.263491
,,,,,,3709379002,0.222363,0.310522,0.270039
,,,,,,3709379032,0.222363,0.313499,0.270039
,,,,,,3709379062,0.227391,0.299806,0.264086
,,,,,,3709379092,0.227391,0.311713,0.280755
,,,,,,3709379122,0.217335,0.309927,0.263491
,,,,,,3709379152,0.247504,0.292067,0.27123
,,,,,,3709379182,0.222363,0.336717,0.260514
,,,,,,3709379212,0.217335,0.311118,0.291472
,,,,,,3709379242,0.232419,0.331359,0.268849
,,,,,,3709379272,0.232419,0.303974,0.268849
,,,,,,3709379302,0.227391,0.325406,0.265872
,,,,,,3709379332,0.237447,0.291472,0.2879
,,,,,,3709379362,0.212307,0.309332,0.291472
,,,,,,3709379392,0.217335,0.300997,0.295044
,,,,,,3709379422,0.212307,0.303974,0.273016
,,,,,,3709379452,0.227391,0.339694,0.270039
,,,,,,3709379482,0.247504,0.292662,0.259323
,,,,,,3709379512,0.222363,0.2879,0.295639
,,,,,,3709379542,0.212307,0.314094,0.276588
,,,,,,3709379572,0.232419,0.326597,0.268253
,,,,,,3709379602,0.247504,0.311118,0.264681
,,,,,,3709379632,0.232419,0.322429,0.265277
,,,,,,3709379662,0.212307,0.310522,0.278969
,,,,,,3709379692,0.217335,0.302188,0.270039
,,,,,,3709379722,0.227391,0.30695,0.266467
,,,,,,3709379752,0.222363,0.300402,0.277183
,,,,,,3709379782,0.242476,0.296234,0.283137
,,,,,,3709379812,0.242476,0.302783,0.256347
,,,,,,3709379842,0.222363,0.321834,0.256347
,,,,,,3709379872,0.227391,0.320048,0.270635
,,,,,,3709379902,0.237447,0.294448,0.295639
,,,,,,3709379932,0.217335,0.331359,0.257537
,,,,,,3709379962,0.232419,0.303974,0.293258
,,,,,,3709379992,0.242476,0.317071,0.290281
,,,,,,3709380022,0.197222,0.326597,0.295044
,,,,,,3709380052,0.212307,0.314094,0.285518
,,,,,,3709380082,0.222363,0.343861,0.263491
,,,,,,3709380112,0.222363,0.309332,0.299211
,,,,,,3709380142,0.217335,0.302188,0.273611
,,,,,,3709380172,0.222363,0.31469,0.267658
,,,,,,3709380202,0.222363,0.29683,0.270635
,,,,,,3709380232,0.222363,0.316476,0.284923
,,,,,,3709380262,0.232419,0.30576,0.285518
,,,,,,3709380292,0.227391,0.338503,0.265872
,,,,,,3709380322,0.20225,0.345647,0.263491
,,,,,,3709380352,0.237447,0.295639,0.259323
,,,,,,3709380382,0.227391,0.284923,0.281351
,,,,,,3709380412,0.247504,0.300997,0.296234
,,,,,,3709380442,0.217335,0.318857,0.268849
,,,,,,3709380472,0.232419,0.327192,0.277183
,,,,,,3709380502,0.217335,0.327192,0.269444
,,,,,,3709380532,0.242476,0.30695,0.286709
,,,,,,3709380562,0.227391,0.311118,0.282541
,,,,,,3709380592,0.222363,0.307546,0.283732
,,,,,,3709380622,0.207279,0.310522,0.283137
,,,,,,3709380652,0.222363,0.299211,0.265277
,,,,,,3709380682,0.222363,0.314094,0.298616
,,,,,,3709380712,0.252532,0.298616,0.271825
,,,,,,3709380742,0.232419,0.353982,0.270039
,,,,,,3709380772,0.222363,0.318262,0.264086
,,,,,,3709380802,0.232419,0.29802,0.261109
,,,,,,3709380832,0.227391,0.324215,0.254561
,,,,,,3709380862,0.247504,0.296234,0.290281
,,,,,,3709380892,0.222363,0.33255,0.262895
,,,,,,3709380922,0.237447,0.300997,0.276588
,,,,,,3709380952,0.237447,0.274802,0.289686
,,,,,,3709380982,0.242476,0.314094,0.27123
,,,,,,3709381012,0.227391,0.307546,0.275397
,,,,,,3709381042,0.227391,0.295044,0.290281
,,,,,,3709381072,0.222363,0.31469,0.268849
,,,,,,3709381102,0.247504,0.273016,0.293853
,,,,,,3709381132,0.227391,0.29802,0.273016
,,,,,,3709381162,0.247504,0.317071,0.283137
,,,,,,3709381192,0.237447,0.310522,0.286709
,,,,,,3709381222,0.227391,0.283137,0.291472
,,,,,,3709381252,0.237447,0.286709,0.249798
,,,,,,3709381282,0.217335,0.308736,0.264681
,,,,,,3709381312,0.227391,0.335527,0.2623
,,,,,,3709381342,0.242476,0.309332,0.270039
,,,,,,3709381372,0.237447,0.305164,0.267063
,,,,,,3709381402,0.242476,0.299211,0.28909
,,,,,,3709381432,0.247504,0.337313,0.253965
,,,,,,3709381462,0.222363,0.302188,0.302188
,,,,,,3709381492,0.217335,0.334336,0.270635
,,,,,,3709381522,0.227391,0.321834,0.286113
,,,,,,3709381552,0.247504,0.301592,0.270039
,,,,,,3709381582,0.227391,0.329573,0.267063
,,,,,,3709381612,0.232419,0.314094,0.278969
,,,,,,3709381642,0.232419,0.310522,0.267658
,,,,,,3709381672,0.222363,0.319452,0.291472
,,,,,,3709381702,0.237447,0.30576,0.278969
,,,,,,3709381732,0.217335,0.303974,0.267063
,,,,,,3709381762,0.217335,0.325406,0.272421
,,,,,,3709381792,0.212307,0.334931,0.271825
,,,,,,3709381822,0.247504,0.300402,0.292662
,,,,,,3709381852,0.217335,0.327192,0.261705
,,,,,,3709381882,0.222363,0.320643,0.264086
,,,,,,3709381912,0.237447,0.296234,0.273016
,,,,,,3709381942,0.227391,0.299211,0.277779
,,,,,,3709381972,0.247504,0.310522,0.28016
,,,,,,3709382002,0.227391,0.318262,0.270635
,,,,,,3709382032,0.222363,0.31588,0.254561
,,,,,,3709382062,0.237447,0.30576,0.2879
,,,,,,3709382092,0.222363,0.321238,0.283137
,,,,,,3709382122,0.217335,0.318857,0.276588
,,,,,,3709382152,0.222363,0.311118,0.286113
,,,,,,3709382182,0.217335,0.305164,0.28016
,,,,,,3709382212,0.242476,0.320643,0.290281
,,,,,,3709382242,0.212307,0.331359,0.286709
,,,,,,3709382272,0.232419,0.304569,0.281351
,,,,,,3709382302,0.247504,0.296234,0.280755
,,,,,,3709382332,0.247504,0.311118,0.276588
,,,,,,3709382362,0.222363,0.345052,0.269444
,,,,,,3709382392,0.237447,0.314094,0.293258
,,,,,,3709382422,0.207279,0.319452,0.272421
,,,,,,3709382452,0.242476,0.307546,0.267658
,,,,,,3709382482,0.232419,0.327192,0.260514
,,,,,,3709382512,0.227391,0.329573,0.2623
,,,,,,3709382542,0.237447,0.327192,0.270635
,,,,,,3709382572,0.207279,0.32481,0.256347
,,,,,,3709382602,0.247504,0.31469,0.283137
,,,,,,3709382632,0.227391,0.31588,0.292067
,,,,,,3709382662,0.212307,0.306355,0.298616
,,,,,,3709382692,0.227391,0.308141,0.290876
,,,,,,3709382722,0.212307,0.346243,0.274802
,,,,,,3709382752,0.222363,0.307546,0.264681
,,,,,,3709382782,0.242476,0.310522,0.275397
,,,,,,3709382812,0.232419,0.322429,0.267063
,,,,,,3709382842,0.222363,0.327787,0.275993
,,,,,,3709382872,0.212307,0.309927,0.280755
,,,,,,3709382902,0.227391,0.329573,0.274207
,,,,,,3709382932,0.227391,0.333145,0.273016
,,,,,,3709382962,0.222363,0.292067,0.277183
,,,,,,3709382992,0.247504,0.322429,0.279565
,,,,,,3709383022,0.227391,0.322429,0.290876
,,,,,,3709383052,0.262588,0.295044,0.278374
,,,,,,3709383082,0.227391,0.326001,0.268849
,,,,,,3709383112,0.217335,0.344457,0.268253
,,,,,,3709383142,0.237447,0.339694,0.276588
,,,,,,3709383172,0.247504,0.326597,0.273611
,,,,,,3709383202,0.217335,0.320643,0.286113
,,,,,,3709383232,0.237447,0.308141,0.294448
,,,,,,3709383262,0.232419,0.326001,0.28016
,,,,,,3709383292,0.227391,0.302188,0.271825
,,,,,,3709383322,0.232419,0.322429,0.273611
,,,,,,3709383352,0.217335,0.30576,0.290876
,,,,,,3709383382,0.227391,0.312308,0.275397
,,,,,,3709383412,0.237447,0.340289,0.283732
,,,,,,3709383442,0.232419,0.318857,0.265872
,,,,,,3709383472,0.227391,0.320048,0.258728
,,,,,,3709383502,0.222363,0.334336,0.260514
,,,,,,3709383532,0.227391,0.330764,0.278969
,,,,,,3709383562,0.227391,0.301592,0.275397
,,,,,,3709383592,0.242476,0.337908,0.265277
,,,,,,3709383622,0.252532,0.296234,0.282541
,,,,,,3709383652,0.227391,0.335527,0.270039
,,,,,,3709383682,0.242476,0.327787,0.267063
,,,,,,3709383712,0.217335,0.320048,0.27123
,,,,,,3709383742,0.217335,0.321834,0.279565
,,,,,,3709383772,0.242476,0.293258,0.280755
,,,,,,3709383802,0.227391,0.336717,0.259919
,,,,,,3709383832,0.227391,0.30576,0.264086
,,,,,,3709383862,0.222363,0.333145,0.261109
,,,,,,3709383892,0.252532,0.292662,0.274207
,,,,,,3709383922,0.217335,0.328978,0.266467
,,,,,,3709383952,0.222363,0.322429,0.29802
,,,,,,3709383982,0.247504,0.353387,0.272421
,,,,,,3709384012,0.222363,0.326001,0.283732
,,,,,,3709384042,0.227391,0.307546,0.289686
,,,,,,3709384072,0.227391,0.316476,0.28909
,,,,,,3709384102,0.227391,0.338503,0.263491
,,,,,,3709384132,0.237447,0.299211,0.259323
,,,,,,3709384162,0.217335,0.342075,0.256942
,,,,,,3709384192,0.247504,0.293853,0.281946
,,,,,,3709384222,0.237447,0.311118,0.262895
,,,,,,3709384252,0.237447,0.306355,0.258728
,,,,,,3709384282,0.242476,0.311713,0.283137
,,,,,,3709384312,0.232419,0.320048,0.252179
,,,,,,3709384342,0.232419,0.349219,0.263491
,,,,,,3709384372,0.237447,0.30576,0.270635
,,,,,,3709384402,0.232419,0.353982,0.265872
,,,,,,3709384432,0.232419,0.321238,0.288495
,,,,,,3709384462,0.227391,0.315285,0.28016
,,,,,,3709384492,0.247504,0.31469,0.281351
,,,,,,3709384522,0.222363,0.30695,0.293258
,,,,,,3709384552,0.222363,0.331359,0.267658
,,,,,,3709384582,0.232419,0.298616,0.281946
,,,,,,3709384612,0.217335,0.342671,0.264681
,,,,,,3709384642,0.237447,0.334931,0.270635
,,,,,,3709384672,0.227391,0.337313,0.261109
,,,,,,3709384702,0.217335,0.32362,0.275993
,,,,,,3709384732,0.247504,0.321834,0.264681
,,,,,,3709384762,0.252532,0.328383,0.276588
,,,,,,3709384792,0.252532,0.303974,0.271825
,,,,,,3709384822,0.222363,0.316476,0.287304
,,,,,,3709384852,0.217335,0.336717,0.258728
,,,,,,3709384882,0.252532,0.302783,0.283137
,,,,,,3709384912,0.222363,0.32362,0.270039
,,,,,,3709384942,0.237447,0.303378,0.262895
,,,,,,3709384972,0.237447,0.305164,0.268849
,,,,,,3709385002,0.242476,0.317666,0.268253
,,,,,,3709385032,0.227391,0.31469,0.283732
,,,,,,3709385062,0.242476,0.294448,0.280755
,,,,,,3709385092,0.237447,0.320643,0.249202
,,,,,,3709385122,0.217335,0.325406,0.274207
,,,,,,3709385152,0.242476,0.291472,0.268253
,,,,,,3709385182,0.222363,0.33255,0.265872
,,,,,,3709385212,0.217335,0.355173,0.287304
,,,,,,3709385242,0.227391,0.31469,0.276588
,,,,,,3709385272,0.217335,0.330764,0.258728
,,,,,,3709385302,0.227391,0.334931,0.256347
,,,,,,3709385332,0.217335,0.318262,0.264681
,,,,,,3709385362,0.222363,0.330764,0.258133
,,,,,,3709385392,0.222363,0.331955,0.255156
,,,,,,3709385422,0.227391,0.328978,0.260514
,,,,,,3709385452,0.242476,0.297425,0.295044
,,,,,,3709385482,0.237447,0.318857,0.276588
,,,,,,3709385512,0.222363,0.321238,0.263491
,,,,,,3709385542,0.237447,0.340885,0.264681
,,,,,,3709385572,0.232419,0.308141,0.287304
,,,,,,3709385602,0.237447,0.32481,0.280755
,,,,,,3709385632,0.222363,0.330169,0.275397
,,,,,,3709385662,0.237447,0.30576,0.281351
,,,,,,3709385692,0.227391,0.334931,0.287304
,,,,,,3709385722,0.227391,0.328978,0.279565
,,,,,,3709385752,0.227391,0.362317,0.255751
,,,,,,3709385782,0.232419,0.320643,0.296234
,,,,,,3709385812,0.222363,0.339099,0.274207
,,,,,,3709385842,0.237447,0.345052,0.264086
,,,,,,3709385872,0.252532,0.305164,0.256942
,,,,,,3709385902,0.242476,0.315285,0.28909
,,,,,,3709385932,0.227391,0.340885,0.268849
,,,,,,3709385962,0.247504,0.346838,0.275993
,,,,,,3709385992,0.242476,0.320643,0.265277
,,,,,,3709386022,0.242476,0.321834,0.267063
,,,,,,3709386052,0.227391,0.318857,0.270039
,,,,,,3709386082,0.217335,0.327787,0.273016
,,,,,,3709386112,0.232419,0.325406,0.278374
,,,,,,3709386142,0.227391,0.321238,0.278969
,,,,,,3709386172,0.237447,0.31469,0.288495
,,,,,,3709386202,0.217335,0.316476,0.290281
,,,,,,3709386232,0.237447,0.345052,0.270635
,,,,,,3709386262,0.242476,0.311713,0.2879
,,,,,,3709386292,0.247504,0.334931,0.267063
,,,,,,3709386322,0.227391,0.339099,0.255156
,,,,,,3709386352,0.217335,0.339099,0.261109
,,,,,,3709386382,0.237447,0.310522,0.302783
,,,,,,3709386412,0.247504,0.314094,0.256942
,,,,,,3709386442,0.217335,0.321834,0.270635
,,,,,,3709386472,0.232419,0.312904,0.276588
,,,,,,3709386502,0.222363,0.346243,0.264086
,,,,,,3709386532,0.227391,0.31469,0.270039
,,,,,,3709386562,0.242476,0.304569,0.277779
,,,,,,3709386592,0.247504,0.328978,0.274802
,,,,,,3709386622,0.247504,0.330169,0.276588
,,,,,,3709386652,0.227391,0.336122,0.262895
,,,,,,3709386682,0.227391,0.327192,0.263491
,,,,,,3709386712,0.217335,0.314094,0.277183
,,,,,,3709386742,0.242476,0.330169,0.286709
,,,,,,3709386772,0.212307,0.297425,0.270635
,,,,,,3709386802,0.237447,0.318262,0.277183
,,,,,,3709386832,0.217335,0.351601,0.273611
,,,,,,3709386862,0.237447,0.318262,0.263491
,,,,,,3709386892,0.217335,0.320048,0.283732
,,,,,,3709386922,0.25756,0.321834,0.273016
,,,,,,3709386952,0.252532,0.316476,0.272421
,,,,,,3709386982,0.227391,0.32481,0.271825
,,,,,,3709387012,0.237447,0.330764,0.255751
,,,,,,3709387042,0.222363,0.353387,0.268849
,,,,,,3709387072,0.227391,0.345052,0.265872
,,,,,,3709387102,0.227391,0.328383,0.262895
,,,,,,3709387132,0.237447,0.357554,0.267063
,,,,,,3709387162,0.227391,0.334336,0.272421
,,,,,,3709387192,0.237447,0.321834,0.281351
,,,,,,3709387222,0.232419,0.300997,0.265872
,,,,,,3709387252,0.242476,0.326001,0.268253
,,,,,,3709387282,0.232419,0.325406,0.275993
,,,,,,3709387312,0.232419,0.321238,0.276588
,,,,,,3709387342,0.217335,0.343861,0.256942
,,,,,,3709387372,0.242476,0.31588,0.28016
,,,,,,3709387402,0.227391,0.345647,0.269444
,,,,,,3709387432,0.232419,0.31588,0.286113
,,,,,,3709387462,0.232419,0.317071,0.289686
,,,,,,3709387492,0.232419,0.312308,0.277779
,,,,,,3709387522,0.232419,0.346838,0.268849
,,,,,,3709387552,0.247504,0.310522,0.285518
,,,,,,3709387582,0.227391,0.327787,0.278969
,,,,,,3709387612,0.222363,0.311713,0.27123
,,,,,,3709387642,0.242476,0.298616,0.270039
,,,,,,3709387672,0.237447,0.317666,0.274207
,,,,,,3709387702,0.242476,0.311713,0.273611
,,,,,,3709387732,0.262588,0.313499,0.2623
,,,,,,3709387762,0.207279,0.345647,0.280755
,,,,,,3709387792,0.222363,0.320048,0.258728
,,,,,,3709387822,0.217335,0.338503,0.284327
,,,,,,3709387852,0.242476,0.30576,0.278969
,,,,,,3709387882,0.242476,0.34148,0.296234
,,,,,,3709387912,0.247504,0.326001,0.281946
,,,,,,3709387942,0.222363,0.320643,0.276588
,,,,,,3709387972,0.227391,0.352791,0.265277
,,,,,,3709388002,0.237447,0.343266,0.267658
,,,,,,3709388032,0.217335,0.328383,0.256347
,,,,,,3709388062,0.222363,0.352791,0.278969
,,,,,,3709388092,0.20225,0.339694,0.28016
,,,,,,3709388122,0.232419,0.321834,0.273611
,,,,,,3709388152,0.232419,0.334931,0.283732
,,,,,,3709388182,0.227391,0.323024,0.287304
,,,,,,3709388212,0.227391,0.345647,0.284327
,,,,,,3709388242,0.207279,0.340289,0.278374
,,,,,,3709388272,0.217335,0.334336,0.28016
,,,,,,3709388302,0.227391,0.320643,0.277779
,,,,,,3709388332,0.247504,0.303974,0.275993
,,,,,,3709388362,0.247504,0.312308,0.268849
,,,,,,3709388392,0.242476,0.361721,0.280755
,,,,,,3709388422,0.242476,0.331359,0.28016
,,,,,,3709388452,0.232419,0.340289,0.259323
,,,,,,3709388482,0.232419,0.375414,0.267658
,,,,,,3709388512,0.232419,0.318262,0.268849
,,,,,,3709388542,0.242476,0.340289,0.273611
,,,,,,3709388572,0.227391,0.308736,0.269444
,,,,,,3709388602,0.232419,0.321238,0.273611
,,,,,,3709388632,0.222363,0.327192,0.269444
